"TIA","Albania","AIR BP-A/BP PRODUCTS NORTH AMERICA INC(BP OIL CO)/",1,4.18233,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Please note that the only card BP accept is their own Sterling Card therefor please pre-arrange fuel.///VAT applies for domestic flights. Able to access the military apron","15-JAN-2019"
"MZW","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.90099,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","There is an additional cost of 1000 USD/Truck. Naftal needs 72 hours notice to confirm fueling as they need to arrange for the truck and customers declarartions. If Naftal, confirms fuel and truck leaves the depot the 1000 USD will automatically apply The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. the VAT is 19 % from the 01st January 2017 BH 18th April 2017","11-JAN-2019"
"MZW","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.80099,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","There is an additional cost of 1000 USD/Truck. Naftal needs 72 hours notice to confirm fueling as they need to arrange for the truck and customers declarartions. If Naftal, confirms fuel and truck leaves the depot the 1000 USD will automatically apply The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. the VAT is 19 % from the 01st January 2017 BH 18th April 2017","11-JAN-2019"
"ORN","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.81999,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights. The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable","11-JAN-2019"
"ORN","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.71999,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights. The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable","11-JAN-2019"
"QFD","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.80309,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights, VAT is 19 % from the 01st January The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable BH 18th April 2017","11-JAN-2019"
"QFD","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.70309,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights, VAT is 19 % from the 01st January The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable BH 18th April 2017","11-JAN-2019"
"QSF","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.67389,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","** IMPORTANT information ** Must send request 72hours before fuel delivery as truck needs to be sent from Oran airport** If request is cancelled after fuel truck has already been sent, 6500USD will be charged. ** Quantity must also be precise and to check on a flight by flight basis** (hlneo04May2018) Additional taxes/fees: .0110 Airport Tax on all fuelings; 19% VAT on domestic flights, VAT is 19 % from the 01st January 2017. JCGD17MAR17 The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable","11-JAN-2019"
"QSF","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.57389,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","** IMPORTANT information ** Must send request 72hours before fuel delivery as truck needs to be sent from Oran airport** If request is cancelled after fuel truck has already been sent, 6500USD will be charged. ** Quantity must also be precise and to check on a flight by flight basis** (hlneo04May2018) Additional taxes/fees: .0110 Airport Tax on all fuelings; 19% VAT on domestic flights, VAT is 19 % from the 01st January 2017. JCGD17MAR17 The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable","11-JAN-2019"
"TEE","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.67389,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. VAT is 19 % from the 01st January 2017. BH 18th april 2017","11-JAN-2019"
"TEE","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.57389,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. VAT is 19 % from the 01st January 2017. BH 18th april 2017","11-JAN-2019"
"TID","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.73069,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","VAT applies for domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable","11-JAN-2019"
"TID","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.63069,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","VAT applies for domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable","11-JAN-2019"
"TIN","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.99169,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","72 HRS PRIOR NOTICE REQUIRED BY SUPPLIER.19% VAT applies on domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. VAT is 19 % from the 01st January 2017. BH 18th April 2017","11-JAN-2019"
"TIN","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.89169,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","72 HRS PRIOR NOTICE REQUIRED BY SUPPLIER.19% VAT applies on domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. VAT is 19 % from the 01st January 2017. BH 18th April 2017","11-JAN-2019"
"TLM","Algeria","NAFTAL-A/NAFTAL SPA/",1,2.93889,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. VAT is 19 % from the 01st January 2017. BH 18th April 2017","11-JAN-2019"
"TLM","Algeria","NAFTAL-A/NAFTAL SPA/",265,2.83889,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","19% VAT applies on domestic flights The WFS invoice will state 'Third party charges' this relates to the VAT charged to WFS by our supplier. As WFS is not registered this cost is passed on and is non-refundable. VAT is 19 % from the 01st January 2017. BH 18th April 2017","11-JAN-2019"
